201210257565488|L001-01|Мектепке чейинки билим беруу мекемелерине медициналык каражаттарды алуу|100 220|с/у Зулпуев|<span>Условие поставки</span>
201210257516140|L001-01|Покупка огнетушителей для школ и детских садиков с/у Кызыл-Кыштак|57 000|с/у Кызыл-Кыштак|<span>Условие поставки</span>
201210257069214|L001-01|Продукты питание|2 761 280|с. Чуй ДОО Бакыт. Байчечекей. с. Садовое ДОО Бобоктай Чуйского района|<span>Условие поставки</span>|6 месяц
201210257440975|L001-01|Лот№1 Строительный материалы для с.ш Эрматов |167 270|Аксыйского района Жерге-Талский а/о с. Жерге-Тал ул А. Сармызаева №62|<span>Условие поставки</span>|После заключение договора в течение 2 дней 
201210257440975|L002-01|Лот№2 Мебели для детских садов |178 720|Аксыйского района Жерге-Талский а/о с. Жерге-Тал ул А. Сармызаева №62|<span>Условие поставки</span>|После заключение договора в течение 2 дней 
201210257524736|L001-01|Бумага А4|4 200|г.Нарын ул.Раззакова  № 1|<span>Условие поставки</span>|В течении 3 дней  после заключения договора
201210257524736|L002-01|Канцелярская книга  (Журнал  амбарная)|700|г.Нарын ул.Раззакова  № 1|<span>Условие поставки</span>|В течении 3 дней  после заключения договора
201210257524736|L003-01|Общая  тетрадь|450|г.Нарын ул.Раззакова  № 1|<span>Условие поставки</span>|В течении 3 дней  после заключения договора
201210257524736|L004-01|Ручка |300|г.Нарын ул.Раззакова  № 1|<span>Условие поставки</span>|В течении 3 дней  после заключения договора
201210257524736|L005-01|Скорошиватель|200|г.Нарын ул.Раззакова  № 1|<span>Условие поставки</span>|В течении 3 дней  после заключения договора
201210257524736|L006-01|Скотч  бумажный|650|г.Нарын ул.Раззакова  № 1|<span>Условие поставки</span>|В течении 3 дней  после заключения договора
201210257524736|L007-01|Скотч  прозрачный большой|700|г.Нарын ул.Раззакова  № 1|<span>Условие поставки</span>|В течении 3 дней  после заключения договора
201210257524736|L008-01|Приходный  кассовый  ордер|600|г.Нарын ул.Раззакова  № 1|<span>Условие поставки</span>|В течении 3 дней  после заключения договора
201210257524736|L009-01|Картридж|4 800|г.Нарын ул.Раззакова  № 1|<span>Условие поставки</span>|В течении 3 дней  после заключения договора
201210257524736|L010-01|Порошок  Автомат  3кг|3 500|г.Нарын ул.Раззакова  № 1|<span>Условие поставки</span>|В течении 3 дней  после заключения договора
201210257524736|L011-01|Порошок  400 гр  МИФ|900|г.Нарын ул.Раззакова  № 1|<span>Условие поставки</span>|В течении 3 дней  после заключения договора
201210257524736|L012-01|Отбеливатель  (Белизна)|300|г.Нарын ул.Раззакова  № 1|<span>Условие поставки</span>|В течении 3 дней  после заключения договора
201210257524736|L013-01|Туалетное  мыло  глицериновое|300|г.Нарын ул.Раззакова  № 1|<span>Условие поставки</span>|В течении 3 дней  после заключения договора
201210257524736|L014-01|Хозяйственное  мыло 72%|260|г.Нарын ул.Раззакова  № 1|<span>Условие поставки</span>|В течении 3 дней  после заключения договора
201210257524736|L015-01|Салфетка  бумажная |1 000|г.Нарын ул.Раззакова  № 1|<span>Условие поставки</span>|В течении 3 дней  после заключения договора
201210257524736|L016-01|стакан одноразовый|1 000|г.Нарын ул.Раззакова  № 1|<span>Условие поставки</span>|В течении 3 дней  после заключения договора
201210257524736|L017-01|Нетканное полотно|1 000|г.Нарын ул.Раззакова  № 1|<span>Условие поставки</span>|В течении 3 дней  после заключения договора
201210257517418|L001-01|строительство туалета на 2 очко из пескоблока|78 275|с. Кой-Таш ул. Аблесова 51|"
"|
201210257035985|L001-01|Талдуу-Булак айыл окмотунун конторасына жылуулук системасын куруу|315 052|с Каба Талдуу-Булак а/о, Базар-Коргон р/н, Жалал-Абад обл|"
"|
201210257343177|L001-01|Зимнее дизельное топливо|595 500|Чуйская область село Беловодск База СЦРЧС МЧС КР|<span>Условие поставки</span>|доставкой с наливом, с учетом всех расходов (налоги и пошлины
201210257574421|L001-01|Покупка  акустические  устройства  колонки|80 000|с.Казыбек   Ат-башинского  района|<span>Условие поставки</span>|5  дней  после  подписание  договора
201210257393917|L001-01|Приобретение ГСМ|49 305|г.Кемин ул. Набережная,1|<span>Условие поставки</span>|после заключения договора
201210257575174|L001-01|ардуан 4мг 2,0|100 000|ул. 3-линия 25|<span>Условие поставки</span>|в течении 1 дня с момента заключения договора
201210257540245|L001-01|Закупка услуги  корпоративной,подвижной радиотелефонной связи, услуги на сетях передачи данных, и иные услуги. |6 720|г.Каракол,ул,Мичурина 2|"
"|
201210257527591|L001-01|покупка люстры и лампочки для айыл окмоту|14 480|Чуйская область Ысык-Атинский район село Нурманбет ул Т.Андашева 41|<span>Условие поставки</span>|после заключения договора в течении 5 дней
201210257574421|L001-01|Покупка  акустические  устройства  колонки|80 000|с.Казыбек   Ат-башинского  района|<span>Условие поставки</span>|5  дней  после  подписание  договора
201210257393917|L001-01|Приобретение ГСМ|49 305|г.Кемин ул. Набережная,1|<span>Условие поставки</span>|после заключения договора
201210257575174|L001-01|ардуан 4мг 2,0|100 000|ул. 3-линия 25|<span>Условие поставки</span>|в течении 1 дня с момента заключения договора
201210257540245|L001-01|Закупка услуги  корпоративной,подвижной радиотелефонной связи, услуги на сетях передачи данных, и иные услуги. |6 720|г.Каракол,ул,Мичурина 2|"
"|
201210257527591|L001-01|покупка люстры и лампочки для айыл окмоту|14 480|Чуйская область Ысык-Атинский район село Нурманбет ул Т.Андашева 41|<span>Условие поставки</span>|после заключения договора в течении 5 дней
201210257527591|L002-01|покупка спортивной инвентарей для школы М.Койбагарова|30 000|Чуйская область Ысык-Атинский район село Нурманбет ул Т.Андашева 41|<span>Условие поставки</span>|после заключения договора в течении 5 дней
201210257527591|L003-01|покупка товаров для ремонта электричечества школы М.Койбагарова|27 100|Чуская область Ысык-Атинский район село Нурманбет ул Т.Андашева 41|<span>Условие поставки</span>|после заключения договора в течении 5 дней
201210253393310|L001-01|Лот №1 Замороженная продукция|165 000|г. Бишкек ул.Кустанайская 117|<span>Условие поставки</span>|по письменной заявке в течение 2 рабочих дней
201210253393310|L002-01|Лот №2 Крупы|85 800|г. Бишкек ул.Кустанайская 117|<span>Условие поставки</span>|по письменной заявке в течение 2 рабочих дней
201210253393310|L003-01|Лот №3 Бакалея|222 208|г. Бишкек ул.Кустанайская 117|<span>Условие поставки</span>|по письменной заявке в течение 2 рабочих дней
201210253393310|L004-01|Лот №4 Кондитерские товары|313 020|г. Бишкек ул.Кустанайская 117|<span>Условие поставки</span>|по письменной заявке в течение 2 рабочих дней
201210253393310|L005-01|Лот №5 Шоколад|359 600|г. Бишкек ул.Кустанайская 117|<span>Условие поставки</span>|по письменной заявке в течение 2 рабочих дней
201210257573058|L001-01|уголь|49 500|г Карасуу ул.Ленина №5|<span>Условие поставки</span>|10дней
201210257236805|L001-01|Чай чёрный |25 500|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L002-01|Мясо говядина |546 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L003-01|Мясо куриное |288 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L004-01|Сухое молоко |176 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L005-01|Сыр колбасный |62 500|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L006-01|Яйцо |150 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L007-01|Рыба свежая |58 500|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L008-01|Хлеб белый |240 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L009-01|Сахар песок |20 800|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L010-01|Рис цельный|40 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L011-01|Гречка |47 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L012-01|Перловка |9 300|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L013-01|Геркулес |8 700|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L014-01|Пшено |16 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L015-01|Манка |15 250|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L016-01|Макаронные изделия |27 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L017-01|Томатная паста |27 600|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L018-01|Соль |3 600|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L019-01|Мука |62 400|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L020-01|Дрожжи |7 125|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L021-01|Куриный бульон |7 800|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L022-01|Картофель |196 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L023-01|Капуста свежая |37 500|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L024-01|Горох|15 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L025-01|Капуста квашенная |32 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L026-01|Огурцы соленые |55 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L027-01|Перец соленый |8 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L028-01|Лук|17 500|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L029-01|Морковь |19 600|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L030-01|Свекла |24 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L031-01|Масло растительное |65 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L032-01|Творог |38 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L033-01|Масло сливочное |102 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L034-01|Маргарин |85 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L035-01|Молочная продукция |596 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L036-01|Сода пищевая |2 000|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257236805|L037-01|Уксус |2 500|г. Токмок, ул. Гагарина 140. Токмокская территориальная больница|<span>Условие поставки</span>|в течение 90 дней после заключения договора 
201210257565979|L001-01|Приобретение плиты для строительства административной здании|500 000|Кыргызская Республика, Ошская область, Араванский район, с. Араван, ул. Ош-3000 №136|<span>Условие поставки</span>|10 дней после подписания договора
201210257569380|L001-01|канц.товаров|60 000|с.Джал|<span>Условие поставки</span>|После акта приемки
201210257553284|L001-01|Приобретение офисной мебели|100 000|город Талас стадион имени Э.Кутманалиева|<span>Условие поставки</span>|в течении 2-х дней после заключения договора
201210257553284|L002-01|Приобретение компьютерного оборудования для офиса|100 000|город Талас стадион Э.Кутманалиева|<span>Условие поставки</span>|в течении 2-х дней после заключения договора
201210257567992|L001-01|Приобретение хоз.товаров|56 699|г. Майлуу-Суу ул. Ленина-21|<span>Условие поставки</span>|В течение 3-х дней после заключения договора
201210257573327|L001-01|Канцелярские товары|20 990|с.Бостери|<span>Условие поставки</span>|при заключении договора в течении 3 дней 
201210257556129|L001-01|Услуга установки видео камеры наблюдение для детских садов.|174 329|По всем детсадом Ырыс ао|"
"|
201210257482300|L001-01|"Азитромицин 250 мг №3
"|950|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L002-01|Азитромицин 500 мг №3|10 000|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L003-01|Альфа-амилаза для Humalyzer 3500|26 668|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L004-01|Аммиак 10% 30,0|660|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L005-01|Антисептический раствор на спиртово-глицериновой основе 1,0|16 800|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L006-01|Атропин сульфат 1*10|780|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L007-01|Ацетилсалициловая кислота 0,5 №10|1 720|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L008-01|Бинт 5*10 стерильный|475|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L009-01|Бисопролол 5 мг*30|2 480|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L010-01|Бромгесин 8 мг №25 таб|1 120|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L011-01|Вакутайнер 6 мл красная крышка|13 000|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L012-01|Вата медицинская|6 800|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L013-01|Вода для инъекций 2*10|5 260|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L014-01|Гепарин 5,0|31 200|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L015-01|Гипохлорит кальция|12 000|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L016-01|Глицерин 50,0|660|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L017-01|Глюкоза 40% 10*10|2 800|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L018-01|Д-Димер|6 180|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L019-01|Дексаметазон 1,0*10|7 800|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L020-01|Держатель иглы для вакутайнера|8 000|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L021-01|Дефинилгидромин 1% 1*10|1 900|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L022-01|Дигоксин 0,025% 1*10|1 848|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L023-01|Допамин 5*10|2 250|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L024-01|Дроперидол 0,25% 5,0мл|1 660|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L025-01|Дротаверин 2% 2*10|4 440|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L026-01|Ибупрофен 200мг №50|1 300|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L027-01|Игла вакутайнера для забора крови|17 000|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L028-01|Калипсол 500 мг/10 мл №1|8 600|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L029-01|Кальция глюконата раствор 10% 10*10|1 410|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L030-01|Канюля назальная взрослая|5 600|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L031-01|Канюля назальная детская|4 800|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L032-01|Катетер В-В G22 с крыльями и портом|2 600|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L033-01|Катетер В-В G24 с крыльями и портом|5 200|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L034-01|Кетгут 1 (5 metric)|4 800|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L035-01|Кетгут 2/0 (3,5 metric)|6 600|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L036-01|Кетгут 3/0 (3 metric)|6 600|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L037-01|Кетгут 4/0 (2 metric)|4 200|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L038-01|Конакион ММ 2мг/0,2мл №5|18 000|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L039-01|Ко-тримаксозол  480мг №10|900|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L040-01|Левофлоксацин 500мг/100мл|26 400|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L041-01|Лейкопластырь медицинский 2*500|3 250|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L042-01|Лоперамид 2 мг №20 таб|350|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L043-01|Магния сульфат 25% 5,0 №10|640|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L044-01|Мазь левомеколь 40,0|1 440|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L045-01|Маска одноразовая|36 800|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L046-01|Метилдопа 250 мг №30|8 910|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L047-01|Метоклопрамид 5 мг/мл 2мл*10|2 100|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L048-01|Мочевая кислота 4*30 мл для Humalyzer 3500|9 240|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L049-01|Мочевина 2*100 мл для Humalyzer 3500|9 240|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L050-01|Наконечники для дозатора голубые 50-1000 мкл №500|6 768|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L051-01|Наконечники для дозатора желтые 2-200 мкл №1000|5 640|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L052-01|Натрия хлорид 0,9% 10 мл №10|16 200|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L053-01|Натрия хлорид 0,9% 100 мл|18 600|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
